,published,summary,pred_summary
502,2024-04-28 13:59:11+08:00,"In call with French leader’s diplomatic adviser, Chinese foreign minister plays up ‘independence’ and ‘autonomy’ of both countries.",negative
503,2024-04-28 14:00:08+08:00,The story of a woman in South Korea who exploded in anger over there being no straw in her drinks order and demanded a cafe manager kneel in apology has sparked outrage on mainland social media.,negative
504,2024-04-28 14:12:35+08:00,His comments at the White House Correspondents’ Association dinner come as protesters outside slam his pro-Israel stance in the Gaza war.,negative
505,2024-04-28 14:18:55+08:00,"Billionaire Elon Musk flew into Beijing on Sunday, meeting Premier Li Qiang and hoping to bring Tesla’s autonomous driving technology to China amid intensified competition with local electric vehicle makers.",negative
506,2024-04-28 15:00:20+08:00,"Episode Six, or E6, a global provider of payment processing and digital ledger infrastructure for banks and financial institutions, plans to expand its footprint in Hong Kong this year.",negative
507,2024-04-28 15:19:49+08:00,The surge happened after Japan allowed users to ride electric scooters without a driving licence in July.,negative
508,2024-04-28 15:30:08+08:00,"EU and US manufacturers already complaining of Chinese competition in solar power and electric vehicles won’t like China’s hydrogen policy. As it moves to produce hydrogen using renewable energy, this could become an important part of the world’s low-carbon future.",negative
509,2024-04-28 16:00:19+08:00,"Syasya Syahirah Nor Azmi gave up her life in Penang for the gentle sway of a sailing boat thousands of miles from home. Life is good, even if it can get lonely at times. And she misses the food.",negative
510,2024-04-28 16:00:25+08:00,"Regime’s military leaders use the shipped weapons to ‘kill their own people and civilians’, senior official representing ousted government tells Post.",negative
511,2024-04-28 16:03:03+08:00,"Xinhua reports vehicle flow reached 3.26 million on mega bridge last year, after government-funded Voice of America referred to it as ‘ghost’ crossing in recent article.",negative
512,2024-04-28 17:00:41+08:00,Hong Kong’s Justin Lee and Adam Jones help Imperial College London to a record five wins in long-running University Challenge quiz show.,negative
513,2024-04-28 17:24:44+08:00,"The move comes days after the United Nations said Asia was warming at a particularly rapid pace, and as Manila recorded its highest ever temperature.",negative
514,2024-04-28 18:00:20+08:00,Gaming cafes in China have been told by the authorities to change the way they do business after offering services that are disrespectful to women.,negative
515,2024-04-28 18:00:23+08:00,"Creating enough jobs for its young people remains a daunting challenge for Beijing, with the key private sector struggling to shake off scars of the coronavirus pandemic.",negative
516,2024-04-28 18:00:25+08:00,The predictions of independent weather forecasters are sought after by Indians ranging from students and farmers to wedding planners.,negative
517,2024-04-28 18:26:48+08:00,Development chief Bernadette Linn says the government may add new safety requirements to both existing and new contracts for manhole maintenance.,negative
518,2024-04-28 19:03:49+08:00,"Chinese embassy lodges solemn representations over ‘infringement and provocation’ after confrontation near the Diaoyu Islands, called Senkaku by Japan",negative
519,2024-04-28 19:29:03+08:00,Medical Council says Dr Chu Kin-wah failed to properly investigate after patient’s complaints or adequately check possible presence of a foreign object.,negative
520,2024-04-28 19:40:07+08:00,The measures effective from Monday range from the removal of restrictions on homebuyers to support for the funding needs of developers.,negative
521,2024-04-28 19:57:56+08:00,"Mahmoud Abbas said such an invasion on the Gazan city, which is sheltering more than a million residents, would be ‘the biggest catastrophe in the history of the Palestinian people’.",negative
522,2024-04-28 20:57:13+08:00,The Post tries three 7-Eleven branches with on-site snack bars and gets conflicting answers on whether food bought from them can be eaten inside.,negative
523,2024-04-28 21:00:25+08:00,State news agency rejects allegations that Chinese EV firms are exporting a glut of electric vehicles.,negative
524,2024-04-28 21:15:08+08:00,At least 26 women have been killed this year – one every four days – according to rights lobby group Destroy The Joint.,negative
525,2024-04-28 22:00:13+08:00,"Manila must know there is a ‘price to pay’ if it seeks second arbitration over Beijing’s claims, founding president of National Institute for South China Sea Studies tells symposium on 2016 ruling.",negative
526,2024-04-28 22:34:29+08:00,"Weather expert says city’s geographical position makes the formation of tornadoes unlikely, although their marine equivalent, waterspouts, are more common.",negative
527,2024-04-29 00:25:40+08:00,Legislator Tik Chi-yuen says he will file a complaint with ombudsman if bureau does not allow Rosaryhill Secondary School to operate for two more years.,negative
528,2024-04-29 01:29:01+08:00,"Harry, who lives in US, will return to UK for 10th anniversary of Invictus Games in May before joining Meghan on a trip to Nigeria, spokesperson said. Invictus Games is a sporting event for soldiers wounded in action.",negative
529,2024-04-29 05:30:21+08:00,"In recent years, American politicians have been seeking to challenge China’s status as a developing country Despite building a “moderately prosperous society”, the Chinese economy is still not considered high-income, and parts of the country still face unbalanced development.",negative
530,2024-04-29 06:00:39+08:00,"The Mandatory Provident Fund, Hong Kong’s pension-fund operator, will launch its electronic platform in June, in the biggest overhaul of the city’s compulsory pension programme since it started in 2000.",positive
531,2024-04-29 06:25:47+08:00,"Town of Sulphur, in south-central Oklahoma, was particularly hard hit, with scores of buildings ripped apart.",negative
532,2024-04-29 07:00:17+08:00,"TVB has leased a channel to a satellite television firm, allowing it to broadcast content without the need to go through the complicated process of applying for a free-to-air licence.",negative
533,2024-04-29 07:30:17+08:00,"Buoyed by the brisk sales of flats following the removal of Hong Kong’s property cooling measures, the city’s developers have this year launched 4,800 new units as of last week, a seven-year high.",positive
534,2024-04-29 07:50:14+08:00,Protesters called on the government to scrap the controversial bill which the European Union has warned would undermine Tbilisi’s European aspirations.,negative
535,2024-04-29 08:00:14+08:00,The growth of Chinese family offices has been slowing in the city state amid tighter checks on new applicants. Elevated property prices and higher stamp duty aren’t helping either.,negative
536,2024-04-29 08:30:18+08:00,"Austrian crystal maker Swarovski has launched a lab-grown diamonds collection in China, in a sign that it has confidence in its second-largest market by sales despite some economic turbulence.",negative
537,2024-04-29 08:30:21+08:00,"Predictions restaurant trade will suffer from golden week double whammy despite an estimated 800,000 tourist arrivals from across the border.",positive
538,2024-04-29 09:00:30+08:00,"A strange new twist on a classic Japanese snack, which involves the underarm sweat of the women who prepare it, is being proudly promoted in some high-end establishments.",negative
539,2024-04-29 09:00:35+08:00,"Yang Xiaoming has lost his post as NPC deputy over alleged ‘serious violations of discipline and law’, NPC Standing Committee says, as China cracks down on corruption in the healthcare sector.",negative
540,2024-04-29 09:22:19+08:00,CICC cuts pay amid brutal business environment as a sluggish economy and dismal IPO volumes hurt the financial services sector.,negative
541,2024-04-29 09:30:00+08:00,"Stripping out the effect of exchange-rate fluctuations, new business value surged 31 per cent while annualised new premiums rose 26 per cent.",none
542,2024-04-29 09:39:20+08:00,The Liberal Democratic Party’s loss is considered a voter punishment for its links to a years-long corruption saga that erupted last year and has undermined Fumio Kishida’s leadership.,negative
543,2024-04-29 10:00:29+08:00,"Japan’s ambition to send its first astronaut to the moon by 2028 is seen as a move to prevent China from scoring a propaganda coup, analysts say.",negative
544,2024-04-29 10:36:45+08:00,Reinhold Geiger is considering making an offer for the L’Occitane shares he does not already own at HK$33 to HK$34 apiece as early as Monday.,negative
545,2024-04-29 10:56:32+08:00,The White House insisted that pro-Palestinian protests that have rocked US universities in recent weeks must remain peaceful.,negative
546,2024-04-29 11:01:14+08:00,Hong Kong stocks closed near bull market territory after corporate earnings continued to surprise on the upside with property sector support measures on mainland China adding to the momentum.,positive
547,2024-04-29 11:05:15+08:00,"From Southeast Asia’s scam hubs to a Hong Kong umbrella maker, here are five stories you may have missed over the weekend.",negative
548,2024-04-29 11:42:55+08:00,Al Maktoum International Airport in Dubai will include five parallel runways and 400 aircraft gates to handle up to 260 million passengers a year.,negative
549,2024-04-29 12:00:17+08:00,"For the ban to work, analysts suggest a sustained implementation strategy and better availability of economically feasible non-plastic substitutes.",negative
550,2024-04-29 14:00:16+08:00,"A new traditional Chinese medicine-based therapy is said to be helping people with psychological ailments such as stress, depression and grief, but not everybody is convinced of its effectiveness.",negative
551,2024-04-29 14:00:23+08:00,"In this week’s issue of the Global Impact newsletter, we look at the latest in cross-strait relations, with independence-leaning William Lai Ching-te set to take over as Taiwan president next month.",negative
552,2024-04-29 14:04:34+08:00,"According to a source close to the city’s Minimum Wage Commission, the existing HK$40 hourly rate is set to increase by HK$1.80.",negative
553,2024-04-29 14:24:32+08:00,"Bolivian Foreign Minister Celinda Sosa Lunda visits Beijing after trip to Russia, says La Paz is eager to cooperate with Beijing.",negative
554,2024-04-29 14:45:37+08:00,"Indonesia had a 27 per cent uptick in primary forest loss in 2023 from the previous year, according to World Resources Institute analysis. But the loss is still seen as historically low compared to the 2010s, it said",negative
555,2024-04-29 15:26:09+08:00,"It is the latest charge levelled against prominent human rights lawyer Arnon Nampa, who now faces more than 10 years in prison.",negative
556,2024-04-29 15:30:14+08:00,"The big story in global foreign exchange markets right now is the continued slide in the yen, to a fresh 34-year low. As tourists in Japan buy luxury goods at a significant discount, retail rents and hotel rates are also up.",negative
557,2024-04-29 15:40:23+08:00,The US carmaker has passed a test of its compliance with Beijing’s data security rules thanks to a watershed decision it says could pave the way for the removal of some restrictions on the use of its cars in mainland China.,negative
558,2024-04-29 16:02:06+08:00,"The Philippines announced it will halt in-person classes at public schools, while Thai power demand rose to a record, as a heatwave grips southern Asia.",negative
559,2024-04-29 16:54:32+08:00,"Chief Secretary Eric Chan says authorities and schools can use film culture, mega sports events and exchanges such as visits to aerospace facilities to carry out national education.",negative
560,2024-04-29 17:00:13+08:00,"Scrutiny cast on internet service providers, lax enforcement and a disturbing culture compounded by poverty.",negative
561,2024-04-29 17:26:00+08:00,The latest deaths bring the toll from heavy rains and flooding since last month to more than 100.,negative
562,2024-04-29 17:30:13+08:00,"High inflation and elevated borrowing costs are dampening the attractiveness of leveraged private-market investments, but institutional investors across Asia-Pacific are still determined to increase their allocations in private assets, State Street says.",negative
563,2024-04-29 17:30:16+08:00,The owner of TikTok and its Chinese sibling Douyin has internally disclosed 61 misconduct cases involving employees who were fired or charged by authorities.,negative
564,2024-04-29 17:39:29+08:00,"Just weeks before William Lai Ching-te takes office as Taiwanese leader, the Ministry of State Security issues warning to island’s ‘separatist forces’ and pledges to expand public support for peaceful reunification.",positive
565,2024-04-29 18:00:18+08:00,"A Chinese couple in their 80s who were once university sweethearts, but parted decades ago, have fallen in love all over again and celebrated a joyful wedding ceremony.",positive
566,2024-04-29 18:00:26+08:00,The yen has been steadily sliding for more than three years and has lost more than one-third of its value since the start of 2021.,negative
567,2024-04-29 18:10:14+08:00,"Solomon Islands incumbent PM Manasseh Sogavare said he would not be a candidate when lawmakers vote next week for a new prime minister, and his political party would instead back ex-Foreign Minister Jeremiah Manele.",negative
568,2024-04-29 18:29:47+08:00,"Louis Vuitton is returning to Times Square, three years after the French luxury brand shut its store, a sign of a brighter outlook for Hong Kong’s luxury retail market.",negative
569,2024-04-29 18:30:11+08:00,"Phase two of voting saw a 65 per cent turnout, with heat and complacency of BJP supporters among possible reasons for the lower figure.",negative
570,2024-04-29 18:32:08+08:00,"Last week, the 52-year-old said he was thinking about resigning after a judge opened a case alleging influence-peddling against his wife Begona Gomez.",negative
571,2024-04-29 18:37:52+08:00,Visit comes amid growing trade tensions with EU following the launch of a series of probes into alleged subsidies.,negative
572,2024-04-29 19:00:19+08:00,"Gold purchases in China rose by 5.9 per cent in the first quarter compared with the same period in 2023, as consumers seek security in ‘the only safe asset’, analysts said.",negative
573,2024-04-29 19:29:08+08:00,Post learns of conflicting measures at convenience stores over on-site snack bar food such as siu mai and fish balls.,positive
574,2024-04-29 19:34:06+08:00,Humza Yousaf quit as head of the pro-independence Scottish National Party after a week of chaos triggered by his scrapping of a coalition agreement with Scotland’s Greens.,negative
575,2024-04-29 20:00:13+08:00,"King Yuan Electronics Co, one of the world’s largest chip testing and packaging services firms, has divested its entire stake in a subsidiary at manufacturing hub Suzhou in eastern China.",negative
576,2024-04-29 20:21:42+08:00,US Secretary of State Antony Blinken also said Israel must still do more to increase the flow of humanitarian aid into besieged Gaza,negative
577,2024-04-29 21:00:26+08:00,"Vidu, launched by Beijing-based start-up Shengshu Technology and Tsinghua University, can generate 1080p videos as long as 16 seconds.",negative
578,2024-04-29 21:00:29+08:00,New deal adds years of additional business for China’s state-owned manufacturer and may boost investments while further fuelling purchases of the narrowbody plane.,negative
579,2024-04-29 21:07:12+08:00,"The Warren Buffett-backed carmaker posted first-quarter net profit of 4.57 billion yuan (US$631 million), 47.3 per cent lower than the quarter ended December 2023.",negative
580,2024-04-29 21:45:33+08:00,"The annual Leaders’ Retreat ‘formally introduces’ Lawrence Wong and Prabowo Subianto as their respective countries’ new leaders, in addition to deepening bilateral ties.",negative
581,2024-04-29 22:24:33+08:00,UK foreign minister David Cameron said Hamas has been offered a 40-day ceasefire and the release of “potentially thousands” of Palestinian prisoners in return for freeing Israeli hostages.,negative
582,2024-04-29 23:00:16+08:00,A highly placed scholar is encouraging China to offload more of its holdings in Treasuries as overseas assets become a riskier proposition thanks to erratic geopolitical shifts.,negative
583,2024-04-29 23:00:33+08:00,"Proponents say formula provides ‘objective data’ in determining wage levels, but one economist has warned the measure could trap the city in a wage-price spiral.",negative
584,2024-04-30 00:00:25+08:00,"[The content of this article has been produced by our advertising partner.]  Hong Kong’s construction sector is on the brink of a ‘golden decade’, with an annual turnover expected to exceed HK$300 billion. This includes new infrastructure, railway, commercial, and housing development projects undertaken by both public and private sectors.   As per the Chief Executive’s 2023 Policy Address, the Government plans to proceed with the Northern Metropolis mega-project. This includes the Shenzhen Park of the Hetao Shenzhen-Hong Kong Science and Technology Innovation Cooperation Zone and the San Tin Technopole. Concurrently, the Government is preparing to propose financing arrangements for the reclamation of the Kau Yi Chau Artificial Islands, along with its related infrastructure and strategic transport infrastructure development.   In terms of emerging technology adoption, the construction sector has significantly transitioned to “Construction 2.0”, which promotes “innovation”, “professionalisation”, and “revitalisation”.   A new generation of innovative and visionary leaders is crucial for efficiently and sustainably driving these mega-projects as well as leading the shift to tech-empowered construction industry in the coming decades.   In response to the anticipated surge in demand for top talents, the Department of Building and Real Estate (BRE) at PolyU has developed the DIREC programme, leveraging the expertise of the department and the university.  Established in 1937 as a government trade school, PolyU and BRE have decades of experience in delivering high-quality taught Master of Science (MSc) and research-based PhD/MPhil programmes. It boasts a robust network of alumni who actively share their expertise and experience with current students. Many of them are senior executives or at Director and CEO levels in leading private sectors or senior officials in government’s relevant departments.  BRE has invested in numerous state-of-the-art facilities to integrate innovation and technology as one of…",none
585,2024-04-30 00:00:31+08:00,"Three women contracted HIV after getting “vampire facials” at an unlicensed medical spa in New Mexico, in the first known such cases, authorities said.",negative
586,2024-04-30 01:07:02+08:00,One of Europe’s most hawkish leaders towards Beijing is confirmed to meet the Chinese president during his first trip to the continent in five years.,negative
587,2024-04-30 01:42:57+08:00,"US and Israeli officials have said they hope to have the floating pier in place, the causeway attached to the shore and operations under way by early May.",negative
588,2024-04-30 02:25:41+08:00,"After police questioned Depardieu on Monday, Paris prosecutor said the actor, 75, would face trial over assaults allegedly committed during filming in 2021.",positive
589,2024-04-30 04:37:44+08:00,Dispute erupts over Peru port authority ‘error’ that gave Cosco Shipping exclusivity over operations.,negative
590,2024-04-30 04:53:58+08:00,"The Duchess of Edinburgh, wife of Prince Edward, made the visit as part of her work to champion survivors of conflict-related sexual violence, Buckingham Palace said.",negative
591,2024-04-30 05:30:22+08:00,American officials participated in the 19th Western Pacific Naval Symposium in Qingdao amid the resumption of military talks between the US and China. Geopolitical rivalry overshadows bilateral cooperation but managing differences and fostering trust are key to advancing maritime security,negative
592,2024-04-30 05:39:59+08:00,"‘Serious delays in support have meant serious consequences on the battlefield’ for Ukraine, said Nato Secretary General Jens Stoltenberg in Kyiv on Monday.",negative
593,2024-04-30 06:10:49+08:00,"British comedian Russell Brand, facing allegations of rape and sexual assault from multiple women, doubled down on his commitment to Christianity over the weekend.",negative
594,2024-04-30 06:27:55+08:00,A local official said the incident happened on a dirt road in the Andean region of Cajamarca and the bus carrying more than 50 passengers ‘fell into an abyss’.,negative
595,2024-04-30 07:00:21+08:00,Jetour targets markets like Malaysia and Indonesia with right-hand drive models as globalisation drive accelerates.,negative
596,2024-04-30 07:08:13+08:00,"The crackdown at Columbia, at the centre of Gaza-related protests roiling university campuses across the US, came as police at the University of Texas at Austin arrested dozens of students.",negative
597,2024-04-30 07:43:56+08:00,The meeting marked a thaw in relations between the former rivals after a brutal Republican primary contest marked by insults and bruised ego.,none
598,2024-04-30 08:08:46+08:00,"While analysts called it ‘disappointing’ that the meeting produced no formal agreements, they say it still marks an attempt to ‘bridge the political divide’.",negative
599,2024-04-30 08:30:14+08:00,"Hongkongers are less willing to buy homes amid price increases at new launches by developers, analysts said after Great Eagle Holdings announced a new higher price list for another 150 units at its Onmantin project on Monday.",positive
600,2024-04-30 08:30:20+08:00,Outstanding researchers in Beijing and Shanghai among those set to benefit from policies announced on Sunday by National Immigration Administration.,negative
601,2024-04-30 09:00:23+08:00,"Across 16 sectors, artificial intelligence unicorns are the highest valued, at an average of US$6.76 billion, followed by financial technology firms at US$6.57 billion.",negative
602,2024-04-30 09:11:22+08:00,A retired woman in China who was feeling the aches and pains of old age has decided to improve her fitness by following a regular exercise regime from which she is reaping immense benefits.,negative
603,2024-04-30 09:30:23+08:00,"Hong Kong is already a significant trade and investment partner to members of RCEP, the world’s largest trade bloc. After the city’s membership is approved, it can help to harmonise trade rules, stimulate intra-bloc capital flows and foster connections and partnerships.",negative
604,2024-04-30 09:35:35+08:00,"China’s official manufacturing purchasing managers’ index (PMI) remained in expansion territory for a second consecutive month in April, although the pace slowed as officials admitted that manufacturers are facing higher costs.",negative
605,2024-04-30 09:40:55+08:00,"The government may press state banks to continue cutting lending rates, further eroding their margins, analyst says.",negative
606,2024-04-30 10:00:14+08:00,Media freedom advocates warn of public discourse being stifled after Prime Minister Anwar Ibrahim called for action to be taken against sources in a contentious news report.,negative
607,2024-04-30 10:29:01+08:00,"Hong Kong’s market is the best performer among major peers globally this month, and better-than-expected manufacturing activity in mainland China is expected to add further impetus.",negative
608,2024-04-30 10:56:13+08:00,The world’s largest memory chip maker posted better-than-expected net income that is more than four times the company’s earnings a year earlier.,negative
609,2024-04-30 11:00:18+08:00,"After a stretch of trials in select Chinese cities, there is rising urgency to rapidly expand use of the underperforming retirement accounts as demographic challenges mount.",negative
610,2024-04-30 11:11:00+08:00,"Regulators who want to get a grip on an emerging generation of artificially intelligent killing machines may not have much time left to do so, governments have been warned.",negative
611,2024-04-30 12:04:28+08:00,"Rugged ranch fate, or cruel judgment? South Dakota Governor Kristi Noem, a potential Donald Trump 2024 running mate, has shocked Americans by revealing she once shot her family dog.",negative
612,2024-04-30 12:08:46+08:00,"The American chicken franchise, fast-food rival McDonald’s and US coffee chain Starbucks have all become targets of a nationwide boycott movement triggered by Israel’s war on Gaza.",negative
613,2024-04-30 12:30:53+08:00,"Quinn said it was the ‘right time’ to look for a better work-life balance as the lender’s net profit slipped 1 per cent from a year ago to US$10.2 billion, surpassing the US$9.24 billion profit expected by analysts polled by Bloomberg.",positive
614,2024-04-30 12:45:27+08:00,"Executive Council also accepted a proposal to review the minimum wage annually, rather than once every two years.",negative
615,2024-04-30 12:46:30+08:00,"The US and its allies are concerned that the International Criminal Court may issue arrest warrants for Israeli officials just as the country is getting closer to a ceasefire agreement with Hamas, potentially jeopardising a deal.",negative
616,2024-04-30 13:02:11+08:00,Bangkok’s heat index – a measure of how hot it feels like when humidity is taken into account – was listed as above 52 degrees Celsius (125 degrees Fahrenheit) on Tuesday.,negative
617,2024-04-30 13:14:04+08:00,"In 2021, there were 691 foreign tourists. In 2022, that figure rose to 2,300. Last year, there were 7,000. The numbers aren’t huge – but there’s a buzz around Afghan tourism.",negative
618,2024-04-30 13:30:14+08:00,Observers say Japan’s prime minister is going to need a political miracle to remain in office after his Liberal Democratic Party suffered an electoral drubbing over the weekend.,negative
619,2024-04-30 13:33:42+08:00,"‘We will observe how residents have adapted to the first phase of the plastic ban and the supply of alternatives before making our next step,’ John Lee says.",negative
620,2024-04-30 14:00:17+08:00,Young adults in China are increasingly seeking moments of control over their lives by staging small acts of resistance they call “emotional theft”.,negative
621,2024-04-30 14:08:40+08:00,"Russia, in recent weeks, has unveiled a strange-looking – albeit apparently effective – innovation that has been referred to by some Ukraine war observers as the ‘turtle tank’.",negative
622,2024-04-30 14:32:13+08:00,"The airline’s decision to cancel the flight stemmed from the need to assess the captain’s physical and mental well-being, according to reports.",negative
623,2024-04-30 15:08:38+08:00,"Announcing the conclave, Politburo highlights the ferocity of international competition and risks ‘lurking in key areas’ of the economy.",negative
624,2024-04-30 15:10:38+08:00,"Hong Kong stocks emerged as the best-performing key market globally in April, after funds sought bargains by shifting out of expensive US and Japanese equities and as China’s growth shows more signs of stabilising.",positive
625,2024-04-30 15:19:04+08:00,"Beijing’s top anti-graft agency says Liu, who once served on Interpol executive committee, is ‘suspected of serious violations of discipline and law’ which is widely understood to mean corruption.",negative
626,2024-04-30 15:25:53+08:00,"Six bitcoin and ether ETFs saw US$12 million in trading on Tuesday, compared with US$4.6 billion for US bitcoin ETFs on their first day.",negative
627,2024-04-30 15:38:41+08:00,"But applications from foreigners for higher-skilled employment passes have picked up in line with improved business expectations, said a report released on Tuesday.",positive
628,2024-04-30 16:00:15+08:00,Company leaders pledge to marshal resources carefully in 2024 as they strike a cautious tone about any potential recovery.,negative
629,2024-04-30 16:00:38+08:00,"China’s Communist Party will hold one of its most-watched meetings in July, as analysts predict the political body will lay out reforms to aid in the country’s economic recovery.",negative
630,2024-04-30 16:11:17+08:00,"Centre for Health Protection warns that dominating flu virus strain might change for second time, possibly extending flu season already longer than usual.",negative
631,2024-04-30 16:28:59+08:00,Peru signals it wants to invite President Xi Jinping to the inauguration of the Chinese-built mega port Chancay next year.,negative
632,2024-04-30 16:33:52+08:00,"A 45-year-old man, Zhang Ruijin, linked to Singapore’s largest money laundering case, was sentenced to 15 months’ jail on Tuesday. The sentence is the harshest meted out so far in the US$2.2 billion case.",negative
633,2024-04-30 17:00:24+08:00,"Total venture-capital investment in China in the first quarter fell 30 per cent quarter on quarter to US$11.5 billion amid economic uncertainty, geopolitical tensions, though China still accounted for eight of the top 10 deals.",negative
634,2024-04-30 17:12:47+08:00,Indonesia has offered the island of Bali and the nation’s new capital Nusantara as potential locations for Microsoft’s new research facility and data centre.,negative
635,2024-04-30 17:13:40+08:00,"Concerns raised after two cinemas shut in about a week, with some residents flagging ‘wave of shop closures’ given empty stores on the streets.",negative
636,2024-04-30 17:28:30+08:00,Traditional Chinese medicine practitioners to receive eight months of training on the mainland and another 16 months in Hong Kong as part of government scheme.,positive
637,2024-04-30 17:39:00+08:00,"The winner of the US$1.3 billion Powerball jackpot is an immigrant from Laos who has cancer, but identifies as a member of the Iu Mien people, a southeast Asian ethnic group with origins in China.",negative
638,2024-04-30 17:58:08+08:00,"China will adopt ‘forward-thinking plan’ for building digital economy and boost international collaboration through technology arm of the belt and road strategy, according to Beijing’s top planner and data agency.",negative
639,2024-04-30 18:00:13+08:00,"A fugitive killer in China who escaped after murdering two people in 2001, has been captured after police received a tip-off which led them to uncover details of his bizarre secret life.",none
640,2024-04-30 18:00:22+08:00,"Chinese telecoms giant Huawei Technologies is eyeing opportunities in digital and artificial intelligence transformation to regain ground in Asia-Pacific, according to its deputy chairwoman Meng Wanzhou.",negative
641,2024-04-30 18:05:09+08:00,Xi Jinping’s recent meeting with Antony Blinken offers glimpses of how Beijing is positioning for another Trump presidency.,negative
642,2024-04-30 18:30:17+08:00,"Hong Kong SMEs’ confidence in the second-quarter business outlook has improved slightly, but it remains well below the year-earlier level when confidence soared on the back of border reopening, survey shows.",positive
643,2024-04-30 18:41:54+08:00,QatarEnergy will pay China State Shipbuilding Corporation billions of US dollars for 18 tankers in a deal hailed as the industry’s biggest shipbuilding contract ever.,negative
644,2024-04-30 19:00:36+08:00,Several Chinese online media outlets falsely reported that a Tokyo-based research firm found more than 90 per cent of the handset’s parts to be domestically sourced.,negative
645,2024-04-30 19:00:39+08:00,"Tesla CEO Elon Musk cancelled his meeting with India PM Modi last week, and instead went to China to make progress towards an advanced driver assistance package.",negative
646,2024-04-30 19:02:58+08:00,"A smiling and healthy-looking King Charles returned to public duties on Tuesday for the first time since he was diagnosed in February with cancer, paying a visit to a treatment centre for the disease in London.",positive
647,2024-04-30 19:16:54+08:00,"Police and Department of Health mount joint operation in Yau Tsim Mong district, arresting trio, aged between 29 and 33, for alleged illegal sale of medicinal products.",negative
648,2024-04-30 19:17:29+08:00,"Airport Authority chairman Jack So will hand over reins to the body’s CEO, Fred Lam.",negative
649,2024-04-30 19:23:51+08:00,"The Israeli PM pledged on Tuesday to launch an incursion into the southern Gaza city of Rafah, where hundreds of thousands of Palestinians are sheltering from the 7-month-long war.",negative
650,2024-04-30 19:30:12+08:00,The Xi-Macron meeting will make a splash but Chinese EV and battery manufacturers’ plans in Hungary and Serbia are also shaping the China-EU dynamic in important ways.,positive
651,2024-04-30 19:30:19+08:00,"Yum China Holdings, which owns the KFC and Pizza Hut restaurant chains in mainland China, plans to open more stores in ‘untapped’ parts of the country where it hopes its low-price strategy will appeal to vast numbers of less affluent customers.",negative
652,2024-04-30 19:30:46+08:00,"Rival Palestinian parties met in Beijing for an ‘in-depth and candid dialogue on promoting internal reconciliation’, according to ministry spokesman.",negative
653,2024-04-30 19:58:54+08:00,"The number of Hongkongers with negative-equity loans stood at 32,073 in the first quarter of the year, tripling from the previous quarter and the most since some 40,000 cases were recorded in the first quarter of 2004.",negative
654,2024-04-30 20:06:12+08:00,Protesters barricaded the entrances of Hamilton Hall and unfurled a Palestinian flag out of a window in the latest escalation of demonstrations against the Israel-Gaza war,negative
655,2024-04-30 20:35:13+08:00,A 36-year-old man was subdued with a stun gun and arrested on suspicion of murder in a residential area near Hainault subway station.,positive
656,2024-04-30 21:00:28+08:00,Around 30 people were laid off after Kuaishou Technology disbanded its video gaming studio in Beijing.,negative
657,2024-04-30 21:00:31+08:00,"With new tariffs being imposed by Mexico on most Chinese imports, observers and analysts disagree on whether stricter measures are being considered – but most say pressure from the US is at play.",negative
658,2024-04-30 21:30:19+08:00,Commerce and labour groups call for urgent review of modernisation initiative that will affect livelihoods and families of countless jeepney drivers.,negative
659,2024-04-30 21:59:46+08:00,KELY Support Group says schools should provide more career support and companies can benefit from diverse cultural background and talent.,negative
660,2024-04-30 22:00:24+08:00,"Ebrahim Raisi, the first Iranian leader to visit Sri Lanka since 2008, says the project marks his country’s ability to share knowledge with other nations.",negative
661,2024-04-30 22:07:03+08:00,Beijing’s latest confrontations with Tokyo and Manila over contested islands come as they strengthen maritime coalition with Washington.,negative
662,2024-04-30 22:17:32+08:00,"Judges at the International Court of Justice on Tuesday ruled against issuing emergency orders to stop German arms exports to Israel, adding that they remained deeply concerned about conditions in Gaza.",negative
663,2024-04-30 22:30:22+08:00,"Trump was held in contempt of court, a stinging rebuke for the former US president, who had insisted he was exercising his free speech rights.",negative
664,2024-04-30 23:01:35+08:00,"During an interview with Time Magazine, Trump said he would not rule out building detention camps on US soil for migrants in the country illegally if he wins a second White House term.",negative
665,2024-05-01 00:00:28+08:00,"G7 ministers said on Tuesday that efforts to raise money to help poorer countries adapt to climate change should include countries “capable of contributing”, in a message aimed at China.",negative
666,2024-05-01 03:01:55+08:00,"Daniel Graham, 38, and Adam Carruthers, 31, are accused of felling the 150-year-old sycamore at Hadrian’s Wall and damaging the Unesco site.",negative
667,2024-05-01 03:46:55+08:00,"The world’s largest cryptocurrency exchange allowed numerous trades that violated US sanctions, including ones involving Hamas, al-Qaeda and Iran.",negative
668,2024-05-01 04:05:17+08:00,"The US Justice Department is proposing to reclassify the drug, a move that would shake up cannabis policy nationwide.",negative
669,2024-05-01 04:40:58+08:00,"Decision whether to take part in demonstrations fraught with concerns as ‘it is already precarious to be Chinese in the US in these times’, says one.",negative
670,2024-05-01 05:30:14+08:00,Returning to a supposed Duterte-era deal to preserve peace in the Spratly Islands would be a pragmatic step for the Philippines amid increased militarisation. China should opt for economic investment instead of military assertiveness which only serves to harden negative public opinion among Filipinos.,negative
